source,year,abstract,label
"SIMETRIS (Jurnal Teknik Mesin, Elektro dan Ilmu Komputer) UMK (IndoT5 Parafrase)",2016,"penilaian tingkat kepercayaan informasi menggunakan kicauan (tweet) dari beberapa tokoh masyarakat, yang melibatkan 300 responden, yang terdiri dari kelompok mahasiswa dan karyawan, metode yang digunakan adalah analisis induktif yang menggunakan ukuran numerik dan variabilitas untuk mendeskripsikan kecenderungan penilaian informasi, ukuran tendensi sentral, yaitu dengan menghitung nilai rata-rata, median dan modus, yang akan digunakan untuk mengetahui apakah ada penyimpangan yang berarti pada pengukuran numerik yang dilakukan. yang selanjutnya akan menjadi dasar untuk merancang model untuk menentukan tingkat informasi. - penilai ini telah digunakan untuk menilai tingkat informasi yang digunakan untuk mengevaluasi tingkat informasi tersebut. s yang relevansi yang telah digunakan dalam",ai
ILKOM Jurnal Ilmiah UMI Makassar (IndoT5 Parafrase),2016,"semakin besar ukuran (pixel) citra digital yang akan diidentifikasi, semakin besar ukuran citra asli dan citra hitam putih yang akan diproses, semakin banyak penyimpanan (disk) yang digunakan dalam proses segmentasi citra telur ayam, hasil yang sama diperoleh dalam proses perhitungan objek, luas area, dan penentuan titik centroid, untuk mengurangi noise, pada proses pengolahan citra dilakukan dengan menggunakan segmentasi dan pelabelan dengan menggunakan kompresi, dan hasil yang setara diperoleh pada proses perhitungan objek, luas area, dan penentuan titik centroid, dan untuk menghilangkan noise - proses pengolahan citra ) (c) ) - proses tersebut dari citra), dan (p) - di tempat penyimpanan.",ai
Jurnal COREIT UIN SUSKA,2015,"pada saat ini kementerian agama kota pekanbaru masih menerapkan proses manual terhadap pendataan pdta sekota pekanbaru, yaitu dalam proses pengumpulan data pdta kota pekanbaru, pihak kementerian agama kota pekanbaru menggunakan dokumen excel yang disebarkan ke setiap pdta dan mengumpulkan kembali dokumen excel tersebut dalam tempo waktu tertentu. proses penghimpunan kembali dokumen tersebut membutuhkan waktu yang lama. pada saat data pdta terkumpul dan diolah menjadi data statistik, namun data tersebut bukan merupakan data yang realtime. pada kasus ini penulis mengimplementasikan service oriented architecture (soa) menggunakan teknologi web service untuk menerapkan suatu sistem yang berbasiskan integrasi data. penelitian ini menggunakan metodologi design",human
INTI Nusa Mandiri,2017,proses pengolahan data perekrutan tenaga kerja masih secara manual dengan jumlah karyawannya sekitar 1200 orang yaitu pengolahan data dilakukan menggunakan lembaranlembaran berkas yang menjadi sebuah file bertumpuk. sulitnya menemukan arsip pelamar jika diperlukan pada waktu tertentu karena semua arsip pelamar masih berupa file berkas yang belum memiliki database dikerenakan banyakanya data pelamar yang masuk. jumlah pelamar yang sangat besar untuk diseleksi. model pengembangan sistem informasi yang digunakan adalah model waterfall. tujuan penelitian ini diharapkan dapat memberikan efisiensi serta data yang valid. sehingga user dapat memonitoring sejauh mana proses rekrutmen dan proses tersebut sesuai dengan sop perusahaan. selain itu sistem ini,human
"SIMETRIS (Jurnal Teknik Mesin, Elektro dan Ilmu Komputer) UMK",2016,"pertumbuhan internet mengubah perilaku konsumen dalam mengambil keputusan. pertukaran informasi melalui media sosial menjadi referensi penting bagi konsumen dalam mengambil keputusan pembelian. transaksi bisnis secara online dan kesuksesan e-commerce tergantung pada ketepatan desain dari sebuah produk. setiap situs social commerce, paling tidak mempunyai satu set minimal fitur desain social commerce. umkm merupakan salah satu tiang ekonomi bangsa. salah satu permasalahan pada umkm adalah pemasaran produk. untuk membangun umkm yang lebih kuat dalam pemasaran maka perlu dibuat website yang mampu memasarkan produk secara lebih luas. dengan adanya social commerce, akan mampu memasarkan produk, merekomendasi produk dan menampilkan berbagai informasi produk-produk umkm.",human
EXPLORE (Jurnal Sistem Informasi dan Telematika) UBL,2011,cv krakatau merupakan sebuah perusahaan yang bergerak dibidang percetakan yang menerima berbagai jenis cetakan yang dibutuhkan oleh bermacam-macam jenis bidang usaha di bandar lampung ini. cv krakatau hadir untuk memenuhi kebutuhan jasa percetakan untuk membantu kelancaran dan efektifitas dari perusahaan-perusahaan yang membutuhkannya.selama ini perencanaan dalam pemenuhan persediaan bahan material untuk memenuhi kebutuan cv krakatau masih belum terkomputerisasi . sehingga masih sering ditemukan masalah-masalah dalam penyediaan bahan materialnya. untuk itu penulis berkeinginan untuk membuat perencanaan yang baik dan terkomputerisasi dengan metode mrp (material requirement planning) dalam hal penyediaan bahan materialnya agar berjalan dengan efektif dan efisien,human
JTIP (Jurnal Teknologi Informasi dan Pendidikan) UNP,2004,"jurnal ini membahas penerapan metoda linear quadratic gaussian (lqg) untuk analisa peralihan deviasi frekuensi sistem kendali frekuensi tenaga listrik. sistem kendali frekuensi tenaga listrik merupakan suatu sistem yang digunakan untuk menjaga deviasi frekuensi yang ditimbulkan oleh perubahan beban terutama pada saat pembagian beban yang harus dipikul oleh sebuah generator. paramater yang diamati dalam analisa peralihan ini adalah waktu naik, waktu puncak, waktu keadaan mantap, nilai puncak dan nilai lewatan maksimum. analisa peralihan yang dilakukan tanpa dan dengan metoda linear quadratic gaussian (lqg) pada sistem kendali frekuensi tenaga listrik tipe non reheat, reheat dan hidraulik berdasarkan kriteria perancangan tertentu. hasil analisa",human
Jurnal Komputer Terapan PCR (IndoT5 Parafrase),2017,"clustering spasial berbasis densitas merupakan salah satu teknik penting pada data mining yang digunakan untuk mengumpulkan informasi atau pengetahuan pada data spasial dalam jumlah besar dari aplikasi yang berbeda, dan tidak ada perubahan signifikan pada tahap algoritma dan kinerja algoritma dbscan pada object 3d. tidak ada perubahan substansial pada tahap-tahap algoritma dan performa algoritma db scan pada 3d object.",ai
JIP (Jurnal Informatika Polinema),2015,"dalam dunia bisnis, dibutuhkan sebuah prediksi atau perkiraan dari suatu tindakan yang akan diproses untuk menindak lanjuti hasil yang akan diharapkan pada beberapa periode selanjutnya. keberlangsungan proses produksi dalam suatu bisnis ditunjang oleh pengendalian persediaan stok barang yang baik. peramalan merupakan satu komponen pendukung dalam aktivitas perencanaan dalam membuat suatu prediksi bisnis untuk mendapatkan keuntungan yang maksimal. metode peramalan merupakan bentuk pengendalian persediaan kuantitatif berdasarkan data historis (runtut waktu).tujuan dari penelitian ini adalah meramalkan jumlah stok barang di cv.annora asia dengan menggunakan metode double exponential smoothing. dengan metode ini, perhitungan dapat dilakukan untuk mencari nilai optimal yang paling baik dengan",human
Jurnal INFOTEL IT Telkom,2012,"seiring dengan semakin luasnya penggunaan xml pada berbagai layanan di internet, yang penyebaran informasinya sebagian besar menggunakan infrastruktur jaringan umum, maka mulai muncul permasalahan mengenai kebutuhan akan keamanan data bagi informasi yang terkandung didalam sebuah dokumen xml. salah satu caranya adalah dengan menggunakan teknologi xml enc. pada makalah ini akan dibahas mengenai cara menggunakan xml enc menggunakan bahasa pemrograman java, khususnya menyandikan dokumen xml (enkripsi), dengan algoritma aes dan tripple des untuk menyandikan dokumen xml menggunakan kunci simetrik.",human
Jurnal Sisfokom ISB Atma Luhur,2013,"penyelenggaraan project management di indonesia berlandaskan pada dua metode, yaitu dengan menggunakan pedoman standarisasi internasional dan menggunakan referensi best practise yang didapat dari pengalaman para praktisinya. untuk memfasilitasi kegiatan tersebut, diperlukan sebuah media penampungan, penyajian dan berbagi pengetahuan berupa knowledge management serta pembentukan komunitas yang keanggotaannya relatif lebih mudah dan murah. penelitian ini akan membuat sebuah pemodelan knowledge management system berbasis web dan pembentukan komunitas praktisi bidang project management, yang meliputi tiga tahapan utama siklus pengembangan knowledge management yaitu knowledge capturing, knowledge sharing and dissemination dan knowledge acquisition and application.",human
Jurnal Komputer Terapan PCR (IndoT5 Parafrase),2017,"di dalam sebuah halaman web, model ekstraksi tabel html dengan pendekatan semantic tree dan menggunakan soa dalam proses loading data ke database, model yang dihasilkan telah berhasil mengekstrak tabel dari halaman web dengan 3 jenis bentuk layout, yaitu kolom pertama, kolom pertama dan kolom pertama (column-row wise table), setelah diekstraksi, tabel tersebut disimpan dalam basis data untuk tujuan penggunaan yang lebih lanjut, dan untuk menyimpannya dalam dbms. sehingga ekstraksi dapat dilakukan secara otomatis. (c) (d), dan sebagai data yang berbeda. -,",ai
Jurnal TEKNOINFO Teknokrat,2016,"dalam karya ilmiah penulisan untuk kata asing, seperti kata berbahasa inggris, berbahasa yunani dan bahasa lainya dibuat dengan memiringkan kata tersebut. aplikasi pengolah kata yang biasanya digunakan adalah microsoft office word. untuk memiringkan kata asing pada microsoft office word menggunakan salah satu tools yang ada di toolbar microsoft office word yaitu italic. algoritma boyer moore merupakan salah satu algoritma yang digunakan untuk melakukan pencocokan string (string matching). algoritma ini merupakan jenis exact string matching algorithm yang melakukan pencocokan string secara tepat dengan susunan karakter dalam string yang dicocokkan memiliki jumlah maupun urutan karakter dalam string yang sama. cara kerja algoritma",human
Jurnal INFOTEL IT Telkom (IndoT5 Parafrase),2016,"(personal recognition) adalah sebuah sistem untuk mengenali identitas seseorang secara otomatis dengan menggunakan komputer dengan kata sandi (password), id card, atau pin untuk mengidentifikasi seseorang, tetapi pengenalan diri dengan sistem ini memiliki beberapa kelemahan, yaitu dapat dicuri dan mudah diduplikasi, dan beberapa password dapat diperkirakan sehingga dapat digunakan oleh orang-orang yang tidak bertanggung jawab. aplikasi yang dikembangkan memiliki tingkat akurasi sebesar 74,66 dalam membedakan antara orang yang satu dengan yang lain. dari hasil pengujian, aplikasi ini memiliki tingkat keakuratan sebesar 74 dalam hal ini. - ) - aplikasi yang dihasilkan oleh aplikasi ini - aplikasi tersebut.",ai
"SIMETRIS (Jurnal Teknik Mesin, Elektro dan Ilmu Komputer) UMK",2017,"pemilihan perguruan tinggi mempunyai peran yang sangat penting, terutama jika dikaitkan dengan upaya peningkatan mutu sumber daya manusia (sdm). karena hanya dengan sumber daya manusia yang berkualitas maka dapat meningkatkan martabat manusia itu sendiri. sistem pendukung keputusan pemilihan pts jurusan komputer untuk wilayah semarang yang bertujuan agar calon mahasiswa tidak binggung dalam mengambil keputusan yang akan di pilihnya. agar lebih tepat dalam pemilihan, maka metode yang digunakan dalam penyelesaian masalah yaitu dengan metode ahp(analytic hierarchy prosess). dari permasalahan di atas, maka diperlukan suatu metode untuk mempermudah seorang pengambil keputusan sebagai usulan tanpa mengurangi wewenangnya. ahp merupakan suatu model pendukung keputusan",human
Jurnal INFOTEL IT Telkom,2012,"informasi perubahan jadwal perlu diberitahukan secepatnya kepada dosen dan mahasiswa.aplikasi sistem informasi jadwal perkuliahan berbasis jquery mobile dengan menggunakan php dan mysql pada proyek penelitian ini diharapkan mempermudah pemberitahuan perubahan jadwal kepada dosen dan mahasiswa.dengan dibuat aplikasi sistem informasi jadwal perkuliahan berbasis jquery mobile dengan menggunakan php dan mysql pada proyek penelitian ini dapat mempermudah dalam mencari informasi jadwal perkuliahan.metode yang digunakan dalam rancang bangun aplikasi sistem informasi jadwal perkuliahan yaitu metode waterfall. pengujian aplikasi sistem informasi jadwal perkuliahan menggunakan beberapa tahapan yaitu tahap pengujian integrasi, pengujian sistem, pengujian validasi dan pengujian penerimaan pada handphone. pada aplikasi ini digunakan database",human
Jurnal COREIT UIN SUSKA (IndoT5 Parafrase),2015,"pada saat ini, kementerian agama kota peking menerapkan proses manual untuk mengumpulkan data pdta sekota peking, yaitu pihak kementerian agama kota peking menggunakan dokumen excel yang dibagikan ke setiap pdta dan mengumpulkan kembali dokumen excell tersebut dalam waktu tertentu, tetapi data tersebut bukan merupakan data yang realtime. aplikasi berbasis soa menggunakan teknologi web service untuk menerapkan sistem yang berbasiskan integrasi data, dengan memanfaatkan proses bisnis yang dimiliki kemenag ke dalam proses bisnis pdta, seperti proses pengumpulan data pegawai negeri sipil (pns) di kementerian agama, namun bukan merupakan informasi yang tepat, pada saat data tersebut merupakan data tersebut tidak dapat digunakan",ai
EXPLORE (Jurnal Sistem Informasi dan Telematika) UBL (IndoT5 Parafrase),2016,", dalam kegiatan proses belajar mengajar, absensi memberikan banyak informasi penting yang diperoleh oleh pihak sekolah dan orang tua siswa, sedangkan yang kedua dengan menggunakan fingerprint sebagai media informasi, yang dapat memberikan laporan dari pihak sekolah kepada orang tua murid tentang kehadiran dan tidak kehadiran siswa, yang membuat waktu penyampaian informasi absensi menjadi lebih lama. untuk tujuan ini, diharapkan dapat membantu pihak sekolah atau orang tua dalam anak mereka. anak mereka dapat mengikuti proses belajar mereka dengan baik dan benar. - sistem absensi ini diharapkan dapat berkontribusi pada peningkatan kapasitas siswa. data absensi tersebut dapat menyediakan laporan kehadiran siswa yang",ai
"SIMETRIS (Jurnal Teknik Mesin, Elektro dan Ilmu Komputer) UMK",2016,"masalah kesehatan ibu dan anak (kia) masih menjadi masalah kesehatan di indonesia. hal ini dikarenakan masih tingginya angka kematian ibu dan angka kematian bayi, yang tiap tahunnya mencapai 450 per seratus ribu kelahiran hidup. tingginya angka kematian ibu dan anak, membutuhan intervensi ataupun pemantauan yang intensif oleh dinas kesehatan melalui fasilitas kesehatan yang tersedia di masyarakat. pelaporan program kia pada dinas kesehatan kabupaten kudus menunjukkan bahwa pencatatan dan pelaporan puskesmas program kesehatan ibu dan anak (kia) kurang terdokumentasi dengan baik dikarenakan pelaporan yang tidak tepat waktu. tujuan dari penelitian ini adalah menghasilkan sistem informasi yang berguna dalam menangani proses pencatatan",human
